filepaths,labels,data set
train/Greyhound/054.jpg,Greyhound,train
train/Greyhound/055.jpg,Greyhound,train
train/Greyhound/056.jpg,Greyhound,train
train/Greyhound/057.jpg,Greyhound,train
train/Greyhound/058.jpg,Greyhound,train
train/Greyhound/059.jpg,Greyhound,train
train/Greyhound/060.jpg,Greyhound,train
train/Greyhound/061.jpg,Greyhound,train
train/Greyhound/062.jpg,Greyhound,train
train/Greyhound/063.jpg,Greyhound,train
train/Greyhound/064.jpg,Greyhound,train
train/Greyhound/065.jpg,Greyhound,train
train/Greyhound/066.jpg,Greyhound,train
train/Greyhound/067.jpg,Greyhound,train
train/Greyhound/068.jpg,Greyhound,train
train/Greyhound/069.jpg,Greyhound,train
train/Greyhound/070.jpg,Greyhound,train
train/Greyhound/071.jpg,Greyhound,train
train/Greyhound/072.jpg,Greyhound,train
train/Greyhound/073.jpg,Greyhound,train
train/Greyhound/074.jpg,Greyhound,train
train/Greyhound/075.jpg,Greyhound,train
train/Greyhound/076.jpg,Greyhound,train
train/Greyhound/077.jpg,Greyhound,train
train/Greyhound/078.jpg,Greyhound,train
train/Greyhound/079.jpg,Greyhound,train
train/Greyhound/080.jpg,Greyhound,train
train/Greyhound/081.jpg,Greyhound,train
train/Greyhound/082.jpg,Greyhound,train
train/Greyhound/083.jpg,Greyhound,train
train/Greyhound/084.jpg,Greyhound,train
train/Greyhound/085.jpg,Greyhound,train
train/Greyhound/086.jpg,Greyhound,train
train/Greyhound/087.jpg,Greyhound,train
train/Greyhound/088.jpg,Greyhound,train
train/Greyhound/089.jpg,Greyhound,train
train/Greyhound/090.jpg,Greyhound,train
train/Greyhound/091.jpg,Greyhound,train
train/Greyhound/092.jpg,Greyhound,train
train/Greyhound/093.jpg,Greyhound,train
train/Greyhound/094.jpg,Greyhound,train
train/Greyhound/095.jpg,Greyhound,train
train/Greyhound/096.jpg,Greyhound,train
train/Greyhound/097.jpg,Greyhound,train
train/Greyhound/098.jpg,Greyhound,train
train/Greyhound/099.jpg,Greyhound,train
train/Greyhound/100.jpg,Greyhound,train
train/Greyhound/101.jpg,Greyhound,train
train/Greyhound/102.jpg,Greyhound,train
train/Greyhound/103.jpg,Greyhound,train
train/Greyhound/104.jpg,Greyhound,train
train/Greyhound/105.jpg,Greyhound,train
train/Greyhound/106.jpg,Greyhound,train
train/Greyhound/107.jpg,Greyhound,train
train/Greyhound/108.jpg,Greyhound,train
train/Greyhound/109.jpg,Greyhound,train
train/Groenendael/001.jpg,Groenendael,train
train/Groenendael/002.jpg,Groenendael,train
train/Groenendael/003.jpg,Groenendael,train
train/Groenendael/004.jpg,Groenendael,train
train/Groenendael/005.jpg,Groenendael,train
train/Groenendael/006.jpg,Groenendael,train
train/Groenendael/007.jpg,Groenendael,train
train/Groenendael/008.jpg,Groenendael,train
train/Groenendael/009.jpg,Groenendael,train
train/Groenendael/010.jpg,Groenendael,train
train/Groenendael/011.jpg,Groenendael,train
train/Groenendael/012.jpg,Groenendael,train
train/Groenendael/013.jpg,Groenendael,train
train/Groenendael/014.jpg,Groenendael,train
train/Groenendael/015.jpg,Groenendael,train
train/Groenendael/016.jpg,Groenendael,train
train/Groenendael/017.jpg,Groenendael,train
train/Groenendael/018.jpg,Groenendael,train
train/Groenendael/019.jpg,Groenendael,train
train/Groenendael/020.jpg,Groenendael,train
train/Groenendael/021.jpg,Groenendael,train
train/Groenendael/022.jpg,Groenendael,train
train/Groenendael/023.jpg,Groenendael,train
train/Groenendael/024.jpg,Groenendael,train
train/Groenendael/025.jpg,Groenendael,train
train/Groenendael/026.jpg,Groenendael,train
train/Groenendael/027.jpg,Groenendael,train
train/Groenendael/028.jpg,Groenendael,train
train/Groenendael/029.jpg,Groenendael,train
train/Groenendael/030.jpg,Groenendael,train
train/Groenendael/031.jpg,Groenendael,train
train/Groenendael/032.jpg,Groenendael,train
train/Groenendael/033.jpg,Groenendael,train
train/Groenendael/034.jpg,Groenendael,train
train/Groenendael/035.jpg,Groenendael,train
train/Groenendael/036.jpg,Groenendael,train
train/Groenendael/037.jpg,Groenendael,train
train/Groenendael/038.jpg,Groenendael,train
train/Groenendael/039.jpg,Groenendael,train
train/Groenendael/040.jpg,Groenendael,train
train/Groenendael/041.jpg,Groenendael,train
train/Groenendael/042.jpg,Groenendael,train
train/Groenendael/043.jpg,Groenendael,train
train/Groenendael/044.jpg,Groenendael,train
train/Groenendael/045.jpg,Groenendael,train
train/Groenendael/046.jpg,Groenendael,train
train/Groenendael/047.jpg,Groenendael,train
train/Groenendael/048.jpg,Groenendael,train
train/Groenendael/049.jpg,Groenendael,train
train/Groenendael/050.jpg,Groenendael,train
train/Groenendael/051.jpg,Groenendael,train
train/Groenendael/052.jpg,Groenendael,train
train/Groenendael/053.jpg,Groenendael,train
train/Groenendael/054.jpg,Groenendael,train
train/Groenendael/055.jpg,Groenendael,train
train/Groenendael/056.jpg,Groenendael,train
train/Groenendael/057.jpg,Groenendael,train
train/Groenendael/058.jpg,Groenendael,train
train/Groenendael/059.jpg,Groenendael,train
train/Groenendael/060.jpg,Groenendael,train
train/Groenendael/061.jpg,Groenendael,train
train/Groenendael/062.jpg,Groenendael,train
train/Groenendael/063.jpg,Groenendael,train
train/Groenendael/064.jpg,Groenendael,train
train/Groenendael/065.jpg,Groenendael,train
train/Groenendael/066.jpg,Groenendael,train
train/Groenendael/067.jpg,Groenendael,train
train/Groenendael/068.jpg,Groenendael,train
train/Groenendael/069.jpg,Groenendael,train
train/Groenendael/070.jpg,Groenendael,train
train/Groenendael/071.jpg,Groenendael,train
train/Groenendael/072.jpg,Groenendael,train
train/Groenendael/073.jpg,Groenendael,train
train/Groenendael/074.jpg,Groenendael,train
train/Groenendael/075.jpg,Groenendael,train
train/Groenendael/076.jpg,Groenendael,train
train/Groenendael/077.jpg,Groenendael,train
train/Groenendael/078.jpg,Groenendael,train
train/Groenendael/079.jpg,Groenendael,train
train/Groenendael/080.jpg,Groenendael,train
train/Groenendael/081.jpg,Groenendael,train
train/Groenendael/082.jpg,Groenendael,train
train/Groenendael/083.jpg,Groenendael,train
train/Groenendael/084.jpg,Groenendael,train
train/Groenendael/085.jpg,Groenendael,train
train/Groenendael/086.jpg,Groenendael,train
train/Groenendael/087.jpg,Groenendael,train
train/Groenendael/088.jpg,Groenendael,train
train/Groenendael/089.jpg,Groenendael,train
train/Groenendael/090.jpg,Groenendael,train
train/Groenendael/091.jpg,Groenendael,train
train/Groenendael/092.jpg,Groenendael,train
train/Groenendael/093.jpg,Groenendael,train
train/Groenendael/094.jpg,Groenendael,train
train/Groenendael/095.jpg,Groenendael,train
train/Groenendael/096.jpg,Groenendael,train
train/Groenendael/097.jpg,Groenendael,train
train/Groenendael/098.jpg,Groenendael,train
train/Groenendael/099.jpg,Groenendael,train
train/Groenendael/100.jpg,Groenendael,train
train/Groenendael/101.jpg,Groenendael,train
train/Groenendael/102.jpg,Groenendael,train
train/Groenendael/103.jpg,Groenendael,train
train/Groenendael/104.jpg,Groenendael,train
train/Groenendael/105.jpg,Groenendael,train
train/Groenendael/106.jpg,Groenendael,train
train/Groenendael/107.jpg,Groenendael,train
train/Groenendael/108.jpg,Groenendael,train
train/Groenendael/109.jpg,Groenendael,train
train/Groenendael/110.jpg,Groenendael,train
train/Groenendael/111.jpg,Groenendael,train
train/Groenendael/112.jpg,Groenendael,train
train/Groenendael/113.jpg,Groenendael,train
train/Groenendael/114.jpg,Groenendael,train
train/Groenendael/115.jpg,Groenendael,train
train/Groenendael/116.jpg,Groenendael,train
train/Groenendael/117.jpg,Groenendael,train
train/Groenendael/118.jpg,Groenendael,train
train/Groenendael/119.jpg,Groenendael,train
train/Irish Spaniel/001.jpg,Irish Spaniel,train
train/Irish Spaniel/002.jpg,Irish Spaniel,train
train/Irish Spaniel/003.jpg,Irish Spaniel,train
train/Irish Spaniel/004.jpg,Irish Spaniel,train
train/Irish Spaniel/005.jpg,Irish Spaniel,train
train/Irish Spaniel/006.jpg,Irish Spaniel,train
train/Irish Spaniel/007.jpg,Irish Spaniel,train
train/Irish Spaniel/008.jpg,Irish Spaniel,train
train/Irish Spaniel/009.jpg,Irish Spaniel,train
train/Irish Spaniel/010.jpg,Irish Spaniel,train
train/Irish Spaniel/011.jpg,Irish Spaniel,train
train/Irish Spaniel/012.jpg,Irish Spaniel,train
train/Irish Spaniel/013.jpg,Irish Spaniel,train
train/Irish Spaniel/014.jpg,Irish Spaniel,train
train/Irish Spaniel/015.jpg,Irish Spaniel,train
train/Irish Spaniel/016.jpg,Irish Spaniel,train
train/Irish Spaniel/017.jpg,Irish Spaniel,train
train/Irish Spaniel/018.jpg,Irish Spaniel,train
train/Irish Spaniel/019.jpg,Irish Spaniel,train
train/Irish Spaniel/020.jpg,Irish Spaniel,train
train/Irish Spaniel/021.jpg,Irish Spaniel,train
train/Irish Spaniel/022.jpg,Irish Spaniel,train
train/Irish Spaniel/023.jpg,Irish Spaniel,train
train/Irish Spaniel/024.jpg,Irish Spaniel,train
train/Irish Spaniel/025.jpg,Irish Spaniel,train
train/Irish Spaniel/026.jpg,Irish Spaniel,train
train/Irish Spaniel/027.jpg,Irish Spaniel,train
train/Irish Spaniel/028.jpg,Irish Spaniel,train
train/Irish Spaniel/029.jpg,Irish Spaniel,train
train/Irish Spaniel/030.jpg,Irish Spaniel,train
train/Irish Spaniel/031.jpg,Irish Spaniel,train
train/Irish Spaniel/032.jpg,Irish Spaniel,train
train/Irish Spaniel/033.jpg,Irish Spaniel,train
train/Irish Spaniel/034.jpg,Irish Spaniel,train
train/Irish Spaniel/035.jpg,Irish Spaniel,train
train/Irish Spaniel/036.jpg,Irish Spaniel,train
train/Irish Spaniel/037.jpg,Irish Spaniel,train
train/Irish Spaniel/038.jpg,Irish Spaniel,train
train/Irish Spaniel/039.jpg,Irish Spaniel,train
train/Irish Spaniel/040.jpg,Irish Spaniel,train
train/Irish Spaniel/041.jpg,Irish Spaniel,train
train/Irish Spaniel/042.jpg,Irish Spaniel,train
train/Irish Spaniel/043.jpg,Irish Spaniel,train
train/Irish Spaniel/044.jpg,Irish Spaniel,train
train/Irish Spaniel/045.jpg,Irish Spaniel,train
train/Irish Spaniel/046.jpg,Irish Spaniel,train
train/Irish Spaniel/047.jpg,Irish Spaniel,train
train/Irish Spaniel/048.jpg,Irish Spaniel,train
train/Irish Spaniel/049.jpg,Irish Spaniel,train
train/Irish Spaniel/050.jpg,Irish Spaniel,train
train/Irish Spaniel/051.jpg,Irish Spaniel,train
train/Irish Spaniel/052.jpg,Irish Spaniel,train
train/Irish Spaniel/053.jpg,Irish Spaniel,train
train/Irish Spaniel/054.jpg,Irish Spaniel,train
train/Irish Spaniel/055.jpg,Irish Spaniel,train
train/Irish Spaniel/056.jpg,Irish Spaniel,train
train/Irish Spaniel/057.jpg,Irish Spaniel,train
train/Irish Spaniel/058.jpg,Irish Spaniel,train
train/Irish Spaniel/059.jpg,Irish Spaniel,train
train/Irish Spaniel/060.jpg,Irish Spaniel,train
train/Irish Spaniel/061.jpg,Irish Spaniel,train
train/Irish Spaniel/062.jpg,Irish Spaniel,train
train/Irish Spaniel/063.jpg,Irish Spaniel,train
train/Irish Spaniel/064.jpg,Irish Spaniel,train
train/Irish Spaniel/065.jpg,Irish Spaniel,train
train/Irish Spaniel/066.jpg,Irish Spaniel,train
train/Irish Spaniel/067.jpg,Irish Spaniel,train
train/Irish Spaniel/068.jpg,Irish Spaniel,train
train/Irish Spaniel/069.jpg,Irish Spaniel,train
train/Irish Spaniel/070.jpg,Irish Spaniel,train
train/Irish Spaniel/071.jpg,Irish Spaniel,train
train/Irish Spaniel/072.jpg,Irish Spaniel,train
train/Irish Spaniel/073.jpg,Irish Spaniel,train
train/Irish Spaniel/074.jpg,Irish Spaniel,train
train/Irish Spaniel/075.jpg,Irish Spaniel,train
train/Irish Spaniel/076.jpg,Irish Spaniel,train
train/Irish Spaniel/077.jpg,Irish Spaniel,train
train/Irish Spaniel/078.jpg,Irish Spaniel,train
train/Irish Spaniel/079.jpg,Irish Spaniel,train
train/Irish Spaniel/080.jpg,Irish Spaniel,train
train/Irish Spaniel/081.jpg,Irish Spaniel,train
train/Irish Spaniel/082.jpg,Irish Spaniel,train
train/Irish Spaniel/083.jpg,Irish Spaniel,train
train/Irish Spaniel/084.jpg,Irish Spaniel,train
train/Irish Spaniel/085.jpg,Irish Spaniel,train
train/Irish Spaniel/086.jpg,Irish Spaniel,train
train/Irish Spaniel/087.jpg,Irish Spaniel,train
train/Irish Spaniel/088.jpg,Irish Spaniel,train
train/Irish Spaniel/089.jpg,Irish Spaniel,train
train/Irish Spaniel/090.jpg,Irish Spaniel,train
train/Irish Spaniel/091.jpg,Irish Spaniel,train
train/Irish Spaniel/092.jpg,Irish Spaniel,train
train/Irish Spaniel/093.jpg,Irish Spaniel,train
train/Irish Spaniel/094.jpg,Irish Spaniel,train
train/Irish Spaniel/095.jpg,Irish Spaniel,train
train/Irish Spaniel/096.jpg,Irish Spaniel,train
train/Irish Spaniel/097.jpg,Irish Spaniel,train
train/Irish Spaniel/098.jpg,Irish Spaniel,train
train/Irish Spaniel/099.jpg,Irish Spaniel,train
train/Irish Spaniel/100.jpg,Irish Spaniel,train
train/Irish Spaniel/101.jpg,Irish Spaniel,train
train/Irish Spaniel/102.jpg,Irish Spaniel,train
train/Irish Spaniel/103.jpg,Irish Spaniel,train
train/Irish Spaniel/104.jpg,Irish Spaniel,train
train/Irish Spaniel/105.jpg,Irish Spaniel,train
train/Irish Spaniel/106.jpg,Irish Spaniel,train
train/Irish Spaniel/107.jpg,Irish Spaniel,train
train/Irish Spaniel/108.jpg,Irish Spaniel,train
train/Irish Spaniel/109.jpg,Irish Spaniel,train
train/Irish Spaniel/110.jpg,Irish Spaniel,train
train/Irish Spaniel/111.jpg,Irish Spaniel,train
train/Irish Spaniel/112.jpg,Irish Spaniel,train
train/Irish Spaniel/113.jpg,Irish Spaniel,train
train/Irish Spaniel/114.jpg,Irish Spaniel,train
train/Irish Spaniel/115.jpg,Irish Spaniel,train
train/Irish Spaniel/116.jpg,Irish Spaniel,train
train/Irish Spaniel/117.jpg,Irish Spaniel,train
train/Irish Spaniel/118.jpg,Irish Spaniel,train
train/Irish Spaniel/119.jpg,Irish Spaniel,train
train/Irish Wolfhound/01.jpg,Irish Wolfhound,train
train/Irish Wolfhound/02.jpg,Irish Wolfhound,train
train/Irish Wolfhound/03.jpg,Irish Wolfhound,train
train/Irish Wolfhound/04.jpg,Irish Wolfhound,train
train/Irish Wolfhound/05.jpg,Irish Wolfhound,train
train/Irish Wolfhound/06.jpg,Irish Wolfhound,train
train/Irish Wolfhound/07.jpg,Irish Wolfhound,train
train/Irish Wolfhound/08.jpg,Irish Wolfhound,train
train/Irish Wolfhound/09.jpg,Irish Wolfhound,train
train/Irish Wolfhound/10.jpg,Irish Wolfhound,train
train/Irish Wolfhound/11.jpg,Irish Wolfhound,train
train/Irish Wolfhound/12.jpg,Irish Wolfhound,train
train/Irish Wolfhound/13.jpg,Irish Wolfhound,train
train/Irish Wolfhound/14.jpg,Irish Wolfhound,train
train/Irish Wolfhound/15.jpg,Irish Wolfhound,train
train/Irish Wolfhound/16.jpg,Irish Wolfhound,train
train/Irish Wolfhound/17.jpg,Irish Wolfhound,train
train/Irish Wolfhound/18.jpg,Irish Wolfhound,train
train/Irish Wolfhound/19.jpg,Irish Wolfhound,train
train/Irish Wolfhound/20.jpg,Irish Wolfhound,train
train/Irish Wolfhound/21.jpg,Irish Wolfhound,train
train/Irish Wolfhound/22.jpg,Irish Wolfhound,train
train/Irish Wolfhound/23.jpg,Irish Wolfhound,train
train/Irish Wolfhound/24.jpg,Irish Wolfhound,train
train/Irish Wolfhound/25.jpg,Irish Wolfhound,train
train/Irish Wolfhound/26.jpg,Irish Wolfhound,train
train/Irish Wolfhound/27.jpg,Irish Wolfhound,train
train/Irish Wolfhound/28.jpg,Irish Wolfhound,train
train/Irish Wolfhound/29.jpg,Irish Wolfhound,train
train/Irish Wolfhound/30.jpg,Irish Wolfhound,train
train/Irish Wolfhound/31.jpg,Irish Wolfhound,train
train/Irish Wolfhound/32.jpg,Irish Wolfhound,train
train/Irish Wolfhound/33.jpg,Irish Wolfhound,train
train/Irish Wolfhound/34.jpg,Irish Wolfhound,train
train/Irish Wolfhound/35.jpg,Irish Wolfhound,train
train/Irish Wolfhound/36.jpg,Irish Wolfhound,train
train/Irish Wolfhound/37.jpg,Irish Wolfhound,train
train/Irish Wolfhound/38.jpg,Irish Wolfhound,train
train/Irish Wolfhound/39.jpg,Irish Wolfhound,train
train/Irish Wolfhound/40.jpg,Irish Wolfhound,train
train/Irish Wolfhound/41.jpg,Irish Wolfhound,train
train/Irish Wolfhound/42.jpg,Irish Wolfhound,train
train/Irish Wolfhound/43.jpg,Irish Wolfhound,train
train/Irish Wolfhound/44.jpg,Irish Wolfhound,train
train/Irish Wolfhound/45.jpg,Irish Wolfhound,train
train/Irish Wolfhound/46.jpg,Irish Wolfhound,train
train/Irish Wolfhound/47.jpg,Irish Wolfhound,train
train/Irish Wolfhound/48.jpg,Irish Wolfhound,train
train/Irish Wolfhound/49.jpg,Irish Wolfhound,train
train/Irish Wolfhound/50.jpg,Irish Wolfhound,train
train/Irish Wolfhound/51.jpg,Irish Wolfhound,train
train/Irish Wolfhound/52.jpg,Irish Wolfhound,train
train/Irish Wolfhound/53.jpg,Irish Wolfhound,train
train/Irish Wolfhound/54.jpg,Irish Wolfhound,train
train/Irish Wolfhound/55.jpg,Irish Wolfhound,train
train/Irish Wolfhound/56.jpg,Irish Wolfhound,train
train/Irish Wolfhound/57.jpg,Irish Wolfhound,train
train/Irish Wolfhound/58.jpg,Irish Wolfhound,train
train/Irish Wolfhound/59.jpg,Irish Wolfhound,train
train/Irish Wolfhound/60.jpg,Irish Wolfhound,train
train/Irish Wolfhound/61.jpg,Irish Wolfhound,train
train/Irish Wolfhound/62.jpg,Irish Wolfhound,train
train/Irish Wolfhound/63.jpg,Irish Wolfhound,train
train/Irish Wolfhound/64.jpg,Irish Wolfhound,train
train/Irish Wolfhound/65.jpg,Irish Wolfhound,train
train/Irish Wolfhound/66.jpg,Irish Wolfhound,train
train/Irish Wolfhound/67.jpg,Irish Wolfhound,train
train/Irish Wolfhound/68.jpg,Irish Wolfhound,train
train/Irish Wolfhound/69.jpg,Irish Wolfhound,train
train/Irish Wolfhound/70.jpg,Irish Wolfhound,train
train/Irish Wolfhound/71.jpg,Irish Wolfhound,train
train/Irish Wolfhound/72.jpg,Irish Wolfhound,train
train/Irish Wolfhound/73.jpg,Irish Wolfhound,train
train/Irish Wolfhound/74.jpg,Irish Wolfhound,train
train/Irish Wolfhound/75.jpg,Irish Wolfhound,train
train/Irish Wolfhound/76.jpg,Irish Wolfhound,train
train/Irish Wolfhound/77.jpg,Irish Wolfhound,train
train/Irish Wolfhound/78.jpg,Irish Wolfhound,train
train/Irish Wolfhound/79.jpg,Irish Wolfhound,train
train/Irish Wolfhound/80.jpg,Irish Wolfhound,train
train/Irish Wolfhound/81.jpg,Irish Wolfhound,train
train/Irish Wolfhound/82.jpg,Irish Wolfhound,train
train/Irish Wolfhound/83.jpg,Irish Wolfhound,train
train/Irish Wolfhound/84.jpg,Irish Wolfhound,train
train/Irish Wolfhound/85.jpg,Irish Wolfhound,train
train/Irish Wolfhound/86.jpg,Irish Wolfhound,train
train/Irish Wolfhound/87.jpg,Irish Wolfhound,train
train/Irish Wolfhound/88.jpg,Irish Wolfhound,train
train/Irish Wolfhound/89.jpg,Irish Wolfhound,train
train/Irish Wolfhound/90.jpg,Irish Wolfhound,train
train/Irish Wolfhound/91.jpg,Irish Wolfhound,train
train/Irish Wolfhound/92.jpg,Irish Wolfhound,train
train/Japanese Spaniel/001.jpg,Japanese Spaniel,train
train/Japanese Spaniel/002.jpg,Japanese Spaniel,train
train/Japanese Spaniel/003.jpg,Japanese Spaniel,train
train/Japanese Spaniel/004.jpg,Japanese Spaniel,train
train/Japanese Spaniel/005.jpg,Japanese Spaniel,train
train/Japanese Spaniel/006.jpg,Japanese Spaniel,train
train/Japanese Spaniel/007.jpg,Japanese Spaniel,train
train/Japanese Spaniel/008.jpg,Japanese Spaniel,train
train/Japanese Spaniel/009.jpg,Japanese Spaniel,train
train/Japanese Spaniel/010.jpg,Japanese Spaniel,train
train/Japanese Spaniel/011.jpg,Japanese Spaniel,train
train/Japanese Spaniel/012.jpg,Japanese Spaniel,train
train/Japanese Spaniel/013.jpg,Japanese Spaniel,train
train/Japanese Spaniel/014.jpg,Japanese Spaniel,train
train/Japanese Spaniel/015.jpg,Japanese Spaniel,train
train/Japanese Spaniel/016.jpg,Japanese Spaniel,train
train/Japanese Spaniel/017.jpg,Japanese Spaniel,train
train/Japanese Spaniel/018.jpg,Japanese Spaniel,train
train/Japanese Spaniel/019.jpg,Japanese Spaniel,train
train/Japanese Spaniel/020.jpg,Japanese Spaniel,train
train/Japanese Spaniel/021.jpg,Japanese Spaniel,train
train/Japanese Spaniel/022.jpg,Japanese Spaniel,train
train/Japanese Spaniel/023.jpg,Japanese Spaniel,train
train/Japanese Spaniel/024.jpg,Japanese Spaniel,train
train/Japanese Spaniel/025.jpg,Japanese Spaniel,train
train/Japanese Spaniel/026.jpg,Japanese Spaniel,train
train/Japanese Spaniel/027.jpg,Japanese Spaniel,train
train/Japanese Spaniel/028.jpg,Japanese Spaniel,train
train/Japanese Spaniel/029.jpg,Japanese Spaniel,train
train/Japanese Spaniel/030.jpg,Japanese Spaniel,train
train/Japanese Spaniel/031.jpg,Japanese Spaniel,train
train/Japanese Spaniel/032.jpg,Japanese Spaniel,train
train/Japanese Spaniel/033.jpg,Japanese Spaniel,train
train/Japanese Spaniel/034.jpg,Japanese Spaniel,train
train/Japanese Spaniel/035.jpg,Japanese Spaniel,train
train/Japanese Spaniel/036.jpg,Japanese Spaniel,train
train/Japanese Spaniel/037.jpg,Japanese Spaniel,train
train/Japanese Spaniel/038.jpg,Japanese Spaniel,train
train/Japanese Spaniel/039.jpg,Japanese Spaniel,train
train/Japanese Spaniel/040.jpg,Japanese Spaniel,train
train/Japanese Spaniel/041.jpg,Japanese Spaniel,train
train/Japanese Spaniel/042.jpg,Japanese Spaniel,train
train/Japanese Spaniel/043.jpg,Japanese Spaniel,train
train/Japanese Spaniel/044.jpg,Japanese Spaniel,train
train/Japanese Spaniel/045.jpg,Japanese Spaniel,train
train/Japanese Spaniel/046.jpg,Japanese Spaniel,train
train/Japanese Spaniel/047.jpg,Japanese Spaniel,train
train/Japanese Spaniel/048.jpg,Japanese Spaniel,train
train/Japanese Spaniel/049.jpg,Japanese Spaniel,train
train/Japanese Spaniel/050.jpg,Japanese Spaniel,train
train/Japanese Spaniel/051.jpg,Japanese Spaniel,train
train/Japanese Spaniel/052.jpg,Japanese Spaniel,train
train/Japanese Spaniel/053.jpg,Japanese Spaniel,train
train/Japanese Spaniel/054.jpg,Japanese Spaniel,train
train/Japanese Spaniel/055.jpg,Japanese Spaniel,train
train/Japanese Spaniel/056.jpg,Japanese Spaniel,train
train/Japanese Spaniel/057.jpg,Japanese Spaniel,train
train/Japanese Spaniel/058.jpg,Japanese Spaniel,train
train/Japanese Spaniel/059.jpg,Japanese Spaniel,train
train/Japanese Spaniel/060.jpg,Japanese Spaniel,train
train/Japanese Spaniel/061.jpg,Japanese Spaniel,train
train/Japanese Spaniel/062.jpg,Japanese Spaniel,train
train/Japanese Spaniel/063.jpg,Japanese Spaniel,train
train/Japanese Spaniel/064.jpg,Japanese Spaniel,train
train/Japanese Spaniel/065.jpg,Japanese Spaniel,train
train/Japanese Spaniel/066.jpg,Japanese Spaniel,train
train/Japanese Spaniel/067.jpg,Japanese Spaniel,train
train/Japanese Spaniel/068.jpg,Japanese Spaniel,train
train/Japanese Spaniel/069.jpg,Japanese Spaniel,train
train/Japanese Spaniel/070.jpg,Japanese Spaniel,train
train/Japanese Spaniel/071.jpg,Japanese Spaniel,train
train/Japanese Spaniel/072.jpg,Japanese Spaniel,train
train/Japanese Spaniel/073.jpg,Japanese Spaniel,train
train/Japanese Spaniel/074.jpg,Japanese Spaniel,train
train/Japanese Spaniel/075.jpg,Japanese Spaniel,train
train/Japanese Spaniel/076.jpg,Japanese Spaniel,train
train/Japanese Spaniel/077.jpg,Japanese Spaniel,train
train/Japanese Spaniel/078.jpg,Japanese Spaniel,train
train/Japanese Spaniel/079.jpg,Japanese Spaniel,train
train/Japanese Spaniel/080.jpg,Japanese Spaniel,train
train/Japanese Spaniel/081.jpg,Japanese Spaniel,train
train/Japanese Spaniel/082.jpg,Japanese Spaniel,train
train/Japanese Spaniel/083.jpg,Japanese Spaniel,train
train/Japanese Spaniel/084.jpg,Japanese Spaniel,train
train/Japanese Spaniel/085.jpg,Japanese Spaniel,train
train/Japanese Spaniel/086.jpg,Japanese Spaniel,train
train/Japanese Spaniel/087.jpg,Japanese Spaniel,train
train/Japanese Spaniel/088.jpg,Japanese Spaniel,train
train/Japanese Spaniel/089.jpg,Japanese Spaniel,train
train/Japanese Spaniel/090.jpg,Japanese Spaniel,train
train/Japanese Spaniel/091.jpg,Japanese Spaniel,train
train/Japanese Spaniel/092.jpg,Japanese Spaniel,train
train/Japanese Spaniel/093.jpg,Japanese Spaniel,train
train/Japanese Spaniel/094.jpg,Japanese Spaniel,train
train/Japanese Spaniel/095.jpg,Japanese Spaniel,train
train/Japanese Spaniel/096.jpg,Japanese Spaniel,train
train/Japanese Spaniel/097.jpg,Japanese Spaniel,train
train/Japanese Spaniel/098.jpg,Japanese Spaniel,train
train/Japanese Spaniel/099.jpg,Japanese Spaniel,train
train/Japanese Spaniel/100.jpg,Japanese Spaniel,train
train/Japanese Spaniel/101.jpg,Japanese Spaniel,train
train/Japanese Spaniel/102.jpg,Japanese Spaniel,train
train/Japanese Spaniel/103.jpg,Japanese Spaniel,train
train/Japanese Spaniel/104.jpg,Japanese Spaniel,train
train/Japanese Spaniel/105.jpg,Japanese Spaniel,train
train/Japanese Spaniel/106.jpg,Japanese Spaniel,train
train/Japanese Spaniel/107.jpg,Japanese Spaniel,train
train/Japanese Spaniel/108.jpg,Japanese Spaniel,train
train/Japanese Spaniel/109.jpg,Japanese Spaniel,train
train/Japanese Spaniel/110.jpg,Japanese Spaniel,train
train/Japanese Spaniel/111.jpg,Japanese Spaniel,train
train/Japanese Spaniel/112.jpg,Japanese Spaniel,train
train/Japanese Spaniel/113.jpg,Japanese Spaniel,train
train/Japanese Spaniel/114.jpg,Japanese Spaniel,train
train/Japanese Spaniel/115.jpg,Japanese Spaniel,train
train/Japanese Spaniel/116.jpg,Japanese Spaniel,train
train/Japanese Spaniel/117.jpg,Japanese Spaniel,train
train/Japanese Spaniel/118.jpg,Japanese Spaniel,train
train/Japanese Spaniel/119.jpg,Japanese Spaniel,train
train/Japanese Spaniel/120.jpg,Japanese Spaniel,train
train/Japanese Spaniel/121.jpg,Japanese Spaniel,train
train/Japanese Spaniel/122.jpg,Japanese Spaniel,train
train/Japanese Spaniel/123.jpg,Japanese Spaniel,train
train/Japanese Spaniel/124.jpg,Japanese Spaniel,train
train/Komondor/001.jpg,Komondor,train
train/Komondor/002.jpg,Komondor,train
train/Komondor/003.jpg,Komondor,train
train/Komondor/004.jpg,Komondor,train
train/Komondor/005.jpg,Komondor,train
train/Komondor/006.jpg,Komondor,train
train/Komondor/007.jpg,Komondor,train
train/Komondor/008.jpg,Komondor,train
train/Komondor/009.jpg,Komondor,train
train/Komondor/010.jpg,Komondor,train
train/Komondor/011.jpg,Komondor,train
train/Komondor/012.jpg,Komondor,train
train/Komondor/013.jpg,Komondor,train
train/Komondor/014.jpg,Komondor,train
train/Komondor/015.jpg,Komondor,train
train/Komondor/016.jpg,Komondor,train
